Name,Description,Website,Theme,Focus Area,Opportunity Space,Play,Business Model Option,Friction Point,Business Model,Technologies ,Founded,Headcount,Country,Region,Funded,Funding Stage,Total Funding (USD),TRL,Maturity,Owner,Relevance,Inc. Compass,Hero,Investors,Founded Score,Founded Weighting,Headcount Score,Headcount Weighting,Funding Score,Funding Weighting,TRL Score,TRL Weighting,Total Score,Result
PK Furniture System Sdn Bhd,,https://www.pk2u.com.my/,Space Management​,Furnishings & Appliances​,,,,,,,2012,0,Malaysia,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Ins Metal Manufacturing,,http://www.insmetal.com.my/,Space Management​,Furnishings & Appliances​,,,,,,,2014,0,Malaysia,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Ningbo Lank Linear Motion,Ningbo Lank Linear Motion is a manufacturer of office furniture. Its products include height adjustable desks & tables. It sells products through its website.,http://lankgoogle.com,Space Management​,Furnishings & Appliances​,,,,,,,2016,0,China,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
NOR,"NOR is a premium office furniture Italian brand. Offers recycling furniture such as Standing, Wall and Cardboard 2.0.",http://thenorbox.com,Space Management​,Furnishings & Appliances​,,,,,,,2013,0,Italy,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Three-D desk,,http://threeddesk.com,Space Management​,Furnishings & Appliances​,,,,,,,2015,0,South Korea,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Armor Group,"Armor Edutainment is a manufacturer of furniture. It offers products such as tables, desks, shelves, beds, rockers, mats, executive chairs, lockers, & file cabinets, trolleys & more. It sells products through its website.",http://armorgroups.com,Space Management​,Furnishings & Appliances​,,,,,,,2015,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
First Chair,,http://firstchair.in,Space Management​,Furnishings & Appliances​,,,,,,,2017,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
SOMA,"Soma Furniture is a designer & manufacturer of office furniture. It offers modular office furniture such as workstations, tables, chairs, desks, cabinets & more.",https://somafurniture.in,Space Management​,Furnishings & Appliances​,,,,,,,2013,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
S DECOR,"S DECOR is a manufacturer of office furniture. It offers products such as lounge chairs, sofas, chairs, desks, tables & more.",https://sdecor.vn,Space Management​,Furnishings & Appliances​,,,,,,,2014,0,Vietnam,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Fusion Furnish,"Fusion Furnish is a manufacturer of modular office furniture. It offers products such as office workstations, cabin desks, conference tables, chairs, sofas, filing cabinets, cupboards, pedestals, bookcases & more.",https://www.fusionfurnish.com/,Space Management​,Furnishings & Appliances​,,,,,,,2012,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Oulax Furniture,"Oulax Furniture is a manufacturer of office furniture with products such as office chair, sofa, table, desk, cabinet, workstation & screen. The company sells their products through their own stores.",http://www.oulax.com/,Space Management​,Furnishings & Appliances​,,,,,,,2012,0,China,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Bharathy Furnitures,Bharathy Furnitures is a manufacturer of office furniture with products such as chairs and tables.,http://bharathyfurniture.com,Space Management​,Furnishings & Appliances​,,,,,,,2017,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
Oxford Furniture,"Oxford Furniture is a manufacturer of office furniture. It sells products under the brand name Oxford Furniture. It offers products such as office chairs, workstations, office tables, conference tables, revolving chairs, sofas, living room furniture & more.",http://oxfordfurniture.in,Space Management​,Furnishings & Appliances​,,,,,,,2012,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
HR Furniture,"HR Furniture is a manufacturer of office furniture. It offers products such as sofa chairs, dining chairs, sofas, recliners, ottomans, benches, ergotask chairs & more. It sells products through its website.",http://hrfurnituremfg.com,Space Management​,Furnishings & Appliances​,,,,,,,2012,0,United States of America,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Shubham Furnitures,"Shubham Furnitures is a manufacturer & exporter of office furniture. It offers products such as bookcases, bookshelves, file cabinets, lockers, benches, office almirah, pedestal, racks, tables, desks, beds & more. It sells products through its website.",https://www.shubhamfurnitures.com/,Space Management​,Furnishings & Appliances​,,,,,,,2012,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
DESKUP,DESKUP is a manufacturer of adjustable desks. Its products include manual & automated adjustable desks. It sells products online.,http://deskup.sg,Space Management​,Furnishings & Appliances​,,,,,,,2015,0,Singapore,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Maple Wood Furniture,"Maple Wood Furn is a manufacturer of custom office furniture with products such as armoires, bedside tables, community tables, desks, dining room tables, dressers, headboards and footboards, mirrors, shelves, table and counter tops, wardrobes and workbenches. The company sells their products through their website.",http://maplewoodfurn.com,Space Management​,Furnishings & Appliances​,,,,,,,2014,0,United States of America,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Kocstil,KocStil is a manufacturer of office furniture with products such as conference chairs. The company sells their products online.,https://konferanskoltuk.com.tr,Space Management​,Furnishings & Appliances​,,,,,,,2016,0,Turkey,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
Chair and Furniture,"Chair and Furniture is a manufacturer of office furniture. It offers products such as office chairs, stools, benches, tables, lounge sofas, sofa sets, beds, dining sets, swings & more.",http://chairandfurniture.com,Space Management​,Furnishings & Appliances​,,,,,,,2017,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
Kesav Pattabi Industries,"Kesav Pattabi Industries is a manufacturer of office furniture. It offers products such as executive chairs, workstation chairs, visitor chairs, sofas, conference tables, reception tables, pedestals, file cabinets & more.",http://www.kesavindustries.com/,Space Management​,Furnishings & Appliances​,,,,,,,2013,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
VDH Furniture,VDH Furniture is a manufacturer of office furniture with products across categories such as chairs. The company sells their products through wholesalers.,http://vdhfurniture.com,Space Management​,Furnishings & Appliances​,Other,,,,,,2017,0,United States of America,North America,No,Unfunded,$0.00,,Nascent,Ritik,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
Yongkang Bozhi Industry & Trade,"Yongkang Bozhi Industry is a manufacturer of office furniture. It offers products such as chairs, desks, tables, storages, desks, lactern & more.",http://www.ykbzgm.com,Space Management​,Furnishings & Appliances​,,,,,,,2012,0,China,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Reinspire,Reinspire is a brand of office furniture. It offers products such as chairs & stools. It sells products through retailers.,https://www.reinspire-furniture.co.uk/,Space Management​,Furnishings & Appliances​,,,,,,,2013,0,United Kingdom,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Quiet Revolution,Indi Group is an office furniture manufacturer. Its products include workspace cabin. It sells products under the brand name Quiet-Revolution.,http://infunc.com,Space Management​,Furnishings & Appliances​,Other,,,,,,2014,0,New Zealand,Oceania,No,Unfunded,$0.00,,Nascent,Ritik,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Furnicliq,,https://furnicliq.com,Space Management​,Furnishings & Appliances​,,,,,,,2019,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
Alera Details,"Alera Details is a manufacturer of office furniture. It offers products such as bookcases, file cabinets, desks, tables, footstools, chairs, stools, sofas, sectionals, ottomans, reception lounge & more.",http://www.aleradetails.com/,Space Management​,Furnishings & Appliances​,,,,,,,2012,0,United States of America,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Charcoal,,http://charcoal.design,Space Management​,Furnishings & Appliances​,,,,,,,2018,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
Agadir Copies,,http://agadircopies.com,Space Management​,Furnishings & Appliances​,,,,,,,2019,0,Morocco,Africa,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
OFFICE TREND VENTURES,,http://officetrendventures.com,Space Management​,Furnishings & Appliances​,,,,,,,2017,0,United States of America,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
9 TO 5 Office Furniture,,https://9to5officefurniture.com,Space Management​,Furnishings & Appliances​,,,,,,,2019,0,United States of America,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
Tarento,,https://www.tarento.mx/,Space Management​,Furnishings & Appliances​,,,,,,,2016,0,Mexico,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
Rivet Shelving,,https://rivetshelvingmiami.com,Space Management​,Furnishings & Appliances​,,,,,,,2017,0,United States of America,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
GK Events Hire,,https://www.gkeventshire.co.nz/,Space Management​,Furnishings & Appliances​,,,,,,,2016,0,New Zealand,Oceania,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
LovedayonLibraries,"Palmieri Furniture is a designer & manufacturer of office furniture. It offers products such as tables, desks, shelves, benches, chairs, lounges, stools, reception desks & more. It sells products through own stores.",https://lovedayonlibraries.com,Space Management​,Furnishings & Appliances​,,,,,,,2017,0,Canada,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
Third Wave Automation,AI & cloud-driven automated material handling solutions for warehouses. It provides machine learning-based robotics software for bringing autonomy to the supply chain & logistics industries. Their proprietary technology enables site-specific vehicle navigation & infrastructure-free pallet handling that adapts to changing floor configurations & warehouse demands.,https://www.thirdwave.ai/,Transport & Logistics ,Logistics​,(15) Moving the many goods across the world,,,,,,2018,0,United States of America,North America,Yes,Series B,"$55,000,000.00",,Emerging,Glaiza,,TRUE,FALSE,"Norwest Venture Partners
 Innovation Endeavors
 Eclipse
 Toyota Ventures
 Heartland Ventures
 Homebrew
 Toyota AI Ventures",0.5,0.3,1,0,0.4,0.7,,0,0.43,Emerging
Devon Disability Collective,,http://ddcmobility.org,Space Management​,Furnishings & Appliances​,,,,,,,2015,0,United Kingdom,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
J2 Furnitures,,http://patnaschoolfurniture.com,Space Management​,Furnishings & Appliances​,,,,,,,2012,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Well Ergon,,https://wellergon.com,Space Management​,Furnishings & Appliances​,,,,,,,2018,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
Klever,,https://kleverdesk.co.nz,Space Management​,Furnishings & Appliances​,,,,,,,2020,0,New Zealand,Oceania,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.2,0.3,1,0,0,0.7,,0,0.06,Nascent
Ergonomic Chairs Direct,,https://www.ergonomicchairs-direct.com/,Space Management​,Furnishings & Appliances​,,,,,,,2020,0,United Kingdom,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.2,0.3,1,0,0,0.7,,0,0.06,Nascent
Smart Equine,,https://smart-equine.com,Space Management​,Furnishings & Appliances​,,,,,,,2019,0,Ireland,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
Calder Joinery,,http://calderjoinery.co.uk,Space Management​,Furnishings & Appliances​,,,,,,,2015,0,United Kingdom,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
The Folding Desk Company,,http://thefoldingdesk.co.uk,Space Management​,Furnishings & Appliances​,,,,,,,2020,0,United Kingdom,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.2,0.3,1,0,0,0.7,,0,0.06,Nascent
Bio-care Systems,,https://biocaresystems.in,Space Management​,Furnishings & Appliances​,,,,,,,2016,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
Archer,,https://archermedical.co.nz,Space Management​,Furnishings & Appliances​,,,,,,,2017,0,New Zealand,Oceania,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
Play School Furniture,,http://playschoolfurniture.net,Space Management​,Furnishings & Appliances​,,,,,,,2016,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
Kingtop,,http://kingtopmade.com,Space Management​,Furnishings & Appliances​,,,,,,,2019,0,China,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
Roomours,,https://www.roomours.de/,Space Management​,Furnishings & Appliances​,,,,,,,2012,0,Germany,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
curatd,,https://curatdby.com,Space Management​,Furnishings & Appliances​,,,,,,,2020,0,United Kingdom,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.2,0.3,1,0,0,0.7,,0,0.06,Nascent
CHOICE FURNTECH,,https://choicefurntech.com,Space Management​,Furnishings & Appliances​,,,,,,,2012,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Wikom Furniture,,https://www.wikomfurniture.com/,Space Management​,Furnishings & Appliances​,,,,,,,2012,0,China,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Vibgiyor Wood Creations,,https://www.vibgiyorwoodcreations.com,Space Management​,Furnishings & Appliances​,,,,,,,2019,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
gku,,https://www.gku.com.au/,Space Management​,Furnishings & Appliances​,,,,,,,2018,0,Australia,Oceania,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
Ergonomic Corporation Hongkong,,https://www.ergoshopping.com/,Space Management​,Furnishings & Appliances​,,,,,,,2015,0,China,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
TARGET DESKS,,https://targetdeskscorporate.com,Space Management​,Furnishings & Appliances​,,,,,,,2020,0,United Kingdom,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.2,0.3,1,0,0,0.7,,0,0.06,Nascent
Shenzhen Omayi Furniture,,https://omayi.com.cn,Space Management​,Furnishings & Appliances​,,,,,,,2015,0,China,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Evoomi,,https://www.evoomi.com/,Space Management​,Furnishings & Appliances​,,,,,,,2020,0,United States of America,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.2,0.3,1,0,0,0.7,,0,0.06,Nascent
Murato London,,http://murato-london.co.uk,Space Management​,Furnishings & Appliances​,,,,,,,2017,0,United Kingdom,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
Tunaevofis,,https://tunaevofis.com,Space Management​,Furnishings & Appliances​,,,,,,,2018,0,Turkey,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
Jodhpur,,http://jodhpurllc.com,Space Management​,Furnishings & Appliances​,,,,,,,2015,0,United States of America,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Sheny Jacksi Furniture,,http://sheny.co.tz,Space Management​,Furnishings & Appliances​,,,,,,,2012,0,Tanzania,Africa,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
WayTu House Hotel Furniture,,https://www.waytuhouse.com/,Space Management​,Furnishings & Appliances​,,,,,,,2012,0,China,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
OGAWA,,http://ogawaestore.com,Space Management​,Furnishings & Appliances​,,,,,,,2017,0,Indonesia,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
Vardhman Scientific Solutions,,http://www.vardhmanscientific.com/,Space Management​,Furnishings & Appliances​,,,,,,,2019,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
FOCOSI FURNITURE,,http://focosifurniture.com,Space Management​,Furnishings & Appliances​,,,,,,,2019,0,China,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
Studio GAD,,https://www.studiogad.it/en/home-furnishing-restaurants/,Space Management​,Furnishings & Appliances​,,,,,,,2012,0,Italy,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Shenzhen Dcno Display,,https://dcnodisplay.com,Space Management​,Furnishings & Appliances​,,,,,,,2014,0,China,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Bansal Furniture,,http://bansalfurniture.in,Space Management​,Furnishings & Appliances​,,,,,,,2015,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
OYE SHOWCAES,,http://oyeshowcases.com,Space Management​,Furnishings & Appliances​,,,,,,,2017,0,China,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
Foshan JUHUA,,http://www.juhuaofficefurniture.com/,Space Management​,Furnishings & Appliances​,,,,,,,2019,0,China,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
Ergostyle,,https://www.ergostyle.mx/,Space Management​,Furnishings & Appliances​,,,,,,,2015,0,Mexico,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
PSA Laboratory Furniture,,http://psalaboratoryfurniture.info,Space Management​,Furnishings & Appliances​,,,,,,,2014,0,United States of America,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Summit At Home,,https://summitathome.co.uk,Space Management​,Furnishings & Appliances​,,,,,,,2020,0,United Kingdom,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.2,0.3,1,0,0,0.7,,0,0.06,Nascent
mojostand,,https://mojostand.io,Space Management​,Furnishings & Appliances​,,,,,,,2020,0,United Kingdom,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.2,0.3,1,0,0,0.7,,0,0.06,Nascent
Ergify,"Internet first brand offering ergonomic chairs for home. The product catalog includes ergonomic chairs and stools. The product catalog also includes lighting, storage boxes, wall mount, and more. The company offers customizable chairs for customers.",https://ergify.com,Space Management​,Furnishings & Appliances​,,,,,,,2020,0,United States of America,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.2,0.3,1,0,0,0.7,,0,0.06,Nascent
Harmoni Desk,,https://harmonidesk.com,Space Management​,Furnishings & Appliances​,,,,,,,2020,0,United Kingdom,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.2,0.3,1,0,0,0.7,,0,0.06,Nascent
Tevson,,https://www.tevson.com/,Space Management​,Furnishings & Appliances​,,,,,,,2014,0,China,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Carv Interio,,http://carvinterio.com,Space Management​,Furnishings & Appliances​,,,,,,,2018,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
Woodtech Kichens,,http://woodtechkitchens.in,Space Management​,Furnishings & Appliances​,,,,,,,2017,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
SM Int.Com,,https://smintcom.com,Space Management​,Furnishings & Appliances​,,,,,,,2012,0,Serbia,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
EYOB Furniture,,https://eyobfurniture.com,Space Management​,Furnishings & Appliances​,,,,,,,2020,0,Ethiopia,Africa,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.2,0.3,1,0,0,0.7,,0,0.06,Nascent
Total Ergonomic,,https://totalergonomic.com,Space Management​,Furnishings & Appliances​,,,,,,,2019,0,United States of America,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
Sitbuckets,,http://sitbuckets.co.za,Space Management​,Furnishings & Appliances​,,,,,,,2016,0,South Africa,Africa,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
Max Furniture,,https://www.maxfurniture.co.uk/,Space Management​,Furnishings & Appliances​,,,,,,,2014,0,United Kingdom,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Office Today,,https://officetoday.in,Space Management​,Furnishings & Appliances​,,,,,,,2015,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
EkoMobila,,https://ekomobila.md,Space Management​,Furnishings & Appliances​,,,,,,,2013,0,Moldova,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Qoalca,,https://www.qoalca.co.id/,Space Management​,Furnishings & Appliances​,,,,,,,2018,0,Indonesia,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
Momase Industrial,,http://mobiliarioindustrial.com.mx,Space Management​,Furnishings & Appliances​,,,,,,,2018,0,Mexico,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
Best Price Tents,,https://www.bestpricetents.co.za/,Space Management​,Furnishings & Appliances​,,,,,,,2018,0,South Africa,Africa,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
The Chairman,,http://yourseatingsolution.com,Space Management​,Furnishings & Appliances​,,,,,,,2016,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
Lumierre Labs,,https://lumierrelabs.com,Space Management​,Furnishings & Appliances​,,,,,,,2020,0,United States of America,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.2,0.3,1,0,0,0.7,,0,0.06,Nascent
Martin Furniture Manufacturing,,http://martinfurnituremfg.com,Space Management​,Furnishings & Appliances​,,,,,,,2015,0,United States of America,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Ambar Equipamientos,,https://ambarequipamientos.com,Space Management​,Furnishings & Appliances​,,,,,,,2013,0,Spain,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
Knead,,https://www.kneadfurniture.com/,Space Management​,Furnishings & Appliances​,,,,,,,2021,0,United States of America,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.2,0.3,1,0,0,0.7,,0,0.06,Nascent
Silen Space,"Provides soundproof phone booth and meeting box for office spaces. It facilitates a special HEPA air filter installed, secure door handles, antibacterial exteriors, germ-resistant tabletops, and safe furniture.",https://silenspace.com,Space Management​,Furnishings & Appliances​,,,,,,,2018,0,Estonia,Europe,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.5,0.3,1,0,0,0.7,,0,0.15,Nascent
Workflow Business Solutions,,http://workflowbusiness.com,Space Management​,Furnishings & Appliances​,,,,,,,2017,0,United States of America,North America,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
Auro,,https://www.auro-officechair.com/error,Space Management​,Furnishings & Appliances​,,,,,,,2015,0,China,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,1,0.3,1,0,0,0.7,,0,0.3,Nascent
GeroCrew,,https://gerocrew.com,Space Management​,Furnishings & Appliances​,,,,,,,2020,0,,,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.2,0.3,1,0,0,0.7,,0,0.06,Nascent
Purpleark,,https://www.purpleark.in/,Space Management​,Furnishings & Appliances​,,,,,,,2017,0,India,Asia,No,Unfunded,$0.00,,Nascent,,,FALSE,FALSE,0,0.7,0.3,1,0,0,0.7,,0,0.21,Nascent
